QueryId,DocumentId
303,XIE20000916.0061
303,NYT19991115.0360
303,XIE19970825.0064
303,XIE19971002.0136
303,XIE19990413.0149
307,APW20000911.0152
307,APW19981218.1446
307,APW20000905.0084
307,NYT20000411.0254
307,NYT20000411.0307
307,NYT20000807.0398
307,NYT19990716.0080
307,NYT20000630.0016
307,NYT20000906.0201
307,NYT20000906.0203
307,NYT20000829.0218
307,APW19980813.0808
307,APW19981021.1432
307,APW19981027.1055
307,APW19990202.0094
307,APW20000829.0087
307,NYT19980807.0389
307,NYT19980826.0286
307,NYT19980826.0287
307,NYT19980827.0108
307,NYT19980827.0109
307,NYT19980901.0136
307,NYT19980901.0137
307,NYT19990119.0241
307,NYT19990414.0047
307,NYT20000124.0289
307,NYT20000309.0377
307,XIE19970423.0004
307,XIE19970717.0129
307,XIE19991013.0290
307,XIE20000206.0204
307,APW20000531.0010
307,NYT19990806.0250
307,NYT20000210.0075
307,XIE19960612.0020
307,NYT19990726.0209
307,NYT19990728.0282
307,APW19980625.0022
307,APW19980702.0722
307,APW19980813.1143
307,APW19981016.1118
307,APW19981027.1056
307,APW19981229.1226
307,NYT19980612.0362
307,NYT19980612.0363
307,NYT19980612.0364
307,NYT19980612.0365
307,NYT19980612.0366
307,NYT19980612.0377
307,NYT19980612.0378
307,NYT19980612.0379
307,NYT19980612.0380
307,NYT19980612.0381
307,NYT19980617.0470
307,NYT19980617.0471
307,NYT19980617.0472
307,NYT19980617.0473
307,NYT19980617.0474
307,NYT19980624.0415
307,NYT19980624.0416
307,NYT19980624.0417
307,NYT19980624.0418
307,NYT19980624.0419
307,NYT19980701.0319
307,NYT19980701.0320
307,NYT19980701.0321
307,NYT19980701.0322
307,NYT19980701.0323
307,NYT19980708.0371
307,NYT19980710.0401
307,NYT19980710.0402
307,NYT19980710.0403
307,NYT19980710.0404
307,NYT19980710.0405
307,NYT19980715.0282
307,NYT19980715.0283
307,NYT19980715.0284
307,NYT19980715.0285
307,NYT19980715.0286
307,NYT19980715.0306
307,NYT19980715.0307
307,NYT19980715.0308
307,NYT19980715.0309
307,NYT19980715.0310
307,NYT19980715.0311
307,NYT19980715.0312
307,NYT19980715.0313
307,NYT19980715.0314
307,NYT19980715.0315
307,NYT19980722.0427
307,NYT19980722.0428
307,NYT19980722.0429
307,NYT19980722.0430
307,NYT19980722.0431
307,NYT19980729.0328
307,NYT19980729.0329
307,NYT19980729.0330
307,NYT19980729.0331
307,NYT19980729.0332
307,NYT19980805.0395
310,APW19981023.0426
310,APW19981029.0040
310,APW19981029.0043
310,APW19980623.0293
310,APW19981003.0675
310,XIE19960417.0191
310,APW19980623.0283
310,APW19980623.0285
310,APW19980623.0292
310,XIE19970527.0082
310,XIE19990302.0170
310,XIE19970509.0245
310,APW20000515.0025
310,NYT19980925.0254
310,APW19981119.0338
310,APW19981119.0340
310,NYT19990113.0492
310,XIE19980911.0069
310,APW19990615.0058
310,APW19990615.0182
310,XIE19990712.0195
310,XIE19961008.0252
310,XIE19991121.0084
310,XIE19961203.0088
310,XIE19960202.0062
310,NYT20000315.0331
310,XIE19991109.0265
310,APW19980719.0947
310,APW19981023.0428
310,XIE19960611.0006
310,XIE19971218.0244
310,XIE20000416.0091
310,APW19990420.0323
310,APW19990420.0275
310,NYT19980908.0202
310,NYT19980908.0203
310,XIE19980408.0011
310,XIE19960205.0009
310,XIE19971002.0031
310,APW19990421.0078
310,APW19981209.0431
310,APW19981209.0436
310,APW19981209.0440
310,APW19990420.0043
310,NYT19980806.0465
310,NYT19980806.0466
310,NYT19980806.0467
310,XIE19980610.0303
310,XIE19980425.0100
310,XIE19980307.0139
310,APW20000405.0078
310,APW20000427.0161
310,XIE19970306.0075
310,XIE19960705.0183
310,APW19990407.0054
310,NYT19981022.0311
310,XIE19990130.0204
310,XIE19960907.0050
310,APW19980601.0970
310,NYT19980917.0156
310,NYT19990423.0219
310,NYT19990423.0224
310,XIE19970902.0189
310,XIE19980520.0178
310,XIE19970107.0114
310,APW19990810.0026
310,XIE20000222.0126
310,XIE20000921.0286
310,XIE19970903.0279
310,NYT19981002.0351
310,XIE19970422.0296
310,XIE19970408.0108
310,APW19990301.0006
310,XIE19970314.0238
310,NYT19990430.0315
310,XIE19970904.0130
310,APW19990323.0235
310,XIE19960508.0299
310,APW19990302.0147
310,XIE19991024.0107
310,XIE19980515.0254
310,NYT19990909.0329
310,NYT19990909.0330
310,XIE19980515.0212
310,XIE19970302.0156
310,NYT19991013.0280
310,XIE19980430.0068
310,XIE19961118.0067
310,NYT19980806.0040
310,XIE19960516.0198
310,XIE19960305.0090
310,XIE19990312.0006
310,XIE20000306.0348
310,APW19981222.1000
310,XIE19981009.0188
310,NYT19980922.0047
310,APW19990310.0196
310,APW20000601.0123
310,XIE19960909.0209
310,NYT19990301.0241
314,XIE19990919.0112
314,XIE20000331.0077
314,APW19980710.0577
314,XIE19961116.0109
314,XIE19960625.0204
314,XIE19970321.0091
314,XIE19960930.0046
314,APW19980701.1123
314,XIE20000331.0076
314,APW19990710.0059
314,XIE20000331.0075
314,XIE19980528.0255
314,XIE19990719.0212
314,XIE20000419.0035
314,XIE19970508.0079
314,XIE19961028.0222
314,XIE19960531.0057
314,XIE19960917.0217
314,XIE19960917.0218
314,XIE20000128.0052
314,XIE19980720.0148
314,XIE20000326.0101
314,XIE20000729.0056
314,XIE19980528.0252
314,APW20000327.0211
314,XIE19980528.0244
314,XIE19990518.0257
314,XIE19980523.0006
314,XIE19980528.0309
314,XIE19981223.0221
314,XIE19981223.0238
314,XIE19990801.0095
314,XIE20000728.0205
314,XIE19980528.0321
314,XIE19980115.0245
314,XIE19980528.0243
314,XIE19960507.0122
314,XIE19970726.0164
314,XIE20000331.0155
314,XIE20000505.0122
314,XIE20000518.0172
314,XIE19990827.0116
314,XIE19990710.0095
314,XIE19980528.0299
314,XIE19971216.0232
314,NYT19990315.0314
314,XIE19980528.0315
314,XIE19981106.0188
314,XIE20000401.0170
314,XIE19990622.0174
314,XIE19980422.0117
314,APW19990616.0271
314,XIE19980528.0247
314,XIE20000401.0077
314,XIE19961127.0103
314,XIE19980528.0259
314,NYT19990305.0219
314,XIE19961225.0160
314,XIE19980218.0238
314,XIE19991227.0098
314,XIE20000829.0206
314,APW19990724.0197
314,XIE20000401.0078
314,APW19980627.0424
314,XIE19961120.0075
314,XIE19961127.0101
314,XIE19980906.0063
314,XIE19980420.0117
314,XIE19971030.0258
314,XIE19970523.0321
314,XIE20000730.0067
314,XIE19980528.0298
314,XIE19961123.0096
314,XIE19961126.0231
314,XIE19980929.0261
314,XIE19980528.0304
314,XIE19961123.0098
314,XIE19990907.0206
314,XIE19980528.0250
314,XIE19980701.0159
314,XIE19970605.0170
314,XIE19960926.0210
314,APW19980608.0030
314,XIE19961009.0009
314,XIE19960318.0154
314,APW19990827.0201
314,NYT19990210.0261
314,NYT19990302.0239
314,XIE19971025.0079
314,XIE19990927.0223
314,XIE20000522.0078
314,XIE20000530.0319
314,XIE20000614.0237
314,XIE20000128.0053
314,XIE19980528.0326
314,APW19990602.0043
314,XIE19980528.0254
314,XIE19980528.0313
314,APW19980603.1003
314,XIE19991020.0296
322,APW19980717.1010
322,NYT19981209.0139
322,NYT19981215.0079
322,NYT19990930.0194
322,NYT19990930.0195
322,NYT19990930.0196
322,NYT19990930.0198
322,NYT19991003.0443
322,NYT19991003.0444
322,NYT19991003.0858
322,NYT19991003.0859
322,XIE20000901.0079
322,XIE19991222.0019
322,APW19981228.0172
322,NYT19990125.0029
322,NYT19990301.0019
322,NYT19990308.0038
322,NYT19990325.0040
322,NYT19990412.0032
322,NYT19990419.0045
322,NYT19990503.0063
322,NYT19990510.0052
322,NYT19990524.0034
322,NYT19990607.0047
322,NYT19990614.0023
322,NYT19990624.0040
322,NYT19990705.0046
322,NYT19990712.0038
322,NYT19990719.0045
322,NYT19990724.0046
322,NYT19990726.0053
322,NYT19990802.0021
322,NYT19990809.0029
322,NYT19990816.0043
322,NYT19990819.0039
322,NYT19990823.0042
322,NYT19990906.0044
322,NYT19990927.0034
322,NYT19991003.0267
322,NYT19991011.0042
322,NYT19991018.0065
322,NYT19991025.0048
322,NYT19991027.0041
322,NYT19991101.0024
322,NYT19991103.0039
322,NYT19991108.0037
322,NYT19991110.0048
322,NYT19991129.0041
322,NYT20000114.0027
322,XIE19960504.0113
322,XIE19980703.0163
322,NYT19990606.0219
322,APW19981213.0076
322,XIE19960319.0099
322,XIE20000612.0195
322,XIE20000612.0498
322,NYT19990426.0050
322,XIE19980220.0242
322,NYT19991122.0023
322,NYT19991117.0035
322,NYT19990913.0038
322,NYT19980707.0026
322,XIE19990828.0125
322,XIE20000516.0267
322,NYT19990111.0028
322,XIE20000530.0187
322,NYT19990621.0026
322,NYT19990714.0037
322,NYT19990531.0045
322,XIE19970206.0211
322,XIE19970422.0204
322,NYT19990311.0043
322,XIE19971121.0214
322,APW19981120.0080
322,NYT19990517.0038
322,NYT19990616.0049
322,NYT19990929.0049
322,XIE19981209.0133
322,XIE19990305.0369
322,XIE19990310.0131
322,XIE19980724.0140
322,NYT19990628.0032
322,NYT19991126.0026
322,NYT19990915.0045
322,NYT19990208.0020
322,XIE19960301.0273
322,NYT19991008.0040
322,NYT19990830.0044
322,XIE19970521.0132
322,XIE19970823.0008
322,NYT19990625.0040
322,XIE19990405.0141
322,NYT20000129.0022
322,XIE19991130.0266
322,NYT19990113.0072
322,XIE20000429.0084
322,XIE19990208.0062
322,APW19981110.0076
322,APW19981120.0094
322,NYT19981201.0095
325,XIE19991028.0112
325,XIE20000330.0046
325,XIE20000330.0216
325,XIE20000521.0083
325,XIE20000329.0009
325,XIE20000212.0070
325,XIE20000914.0188
325,XIE20000323.0271
325,XIE20000318.0033
325,XIE20000324.0018
325,XIE20000411.0220
325,XIE20000427.0216
325,XIE20000324.0016
325,XIE20000320.0040
325,XIE20000413.0216
325,XIE19991030.0174
325,XIE20000329.0150
325,XIE19991028.0228
325,XIE20000812.0083
325,XIE19991015.0561
325,XIE20000429.0147
325,APW19980706.0030
325,APW19980706.0560
325,XIE20000323.0192
325,NYT20000227.0107
325,XIE19991104.0224
325,XIE19990809.0145
325,XIE19991226.0064
325,XIE19960322.0238
325,XIE19980730.0011
325,XIE20000412.0229
325,XIE19991030.0098
325,XIE20000405.0037
325,XIE19961001.0239
325,APW19980612.0826
325,XIE19991114.0006
325,XIE19991104.0205
325,APW20000129.0043
325,XIE20000330.0028
325,XIE20000330.0069
325,XIE19971228.0067
325,XIE19991228.0067
325,XIE20000325.0055
325,XIE20000323.0033
325,APW20000129.0231
325,XIE20000131.0120
325,XIE20000319.0090
325,XIE20000414.0116
325,XIE19991025.0229
325,XIE19990809.0060
325,XIE19991228.0240
325,APW19980910.0644
325,XIE20000426.0210
325,XIE19991129.0093
325,XIE20000401.0128
325,XIE20000913.0296
325,XIE19991125.0097
325,XIE19991210.0025
325,XIE20000321.0164
325,XIE19991104.0071
325,APW20000328.0262
325,APW19980612.0008
325,XIE20000319.0069
325,XIE19960328.0068
325,XIE20000424.0155
325,XIE19991109.0254
325,APW19990110.0071
325,XIE20000320.0324
325,XIE20000429.0082
325,XIE19991107.0020
325,XIE19991112.0136
325,XIE19991112.0285
325,XIE20000407.0215
325,XIE19991030.0097
325,XIE20000721.0076
325,XIE19991226.0041
325,XIE19991111.0291
325,APW20000428.0135
325,XIE20000419.0167
325,XIE19991114.0152
325,APW19981023.0747
325,XIE19991207.0166
325,XIE20000324.0050
325,APW20000129.0044
325,XIE19990824.0120
325,APW20000508.0190
325,XIE19980527.0025
325,XIE20000417.0160
325,NYT20000118.0152
325,APW19981022.1473
325,APW19981005.0247
325,XIE19971116.0106
325,XIE20000427.0367
325,XIE19991228.0239
325,XIE20000420.0098
325,APW19990112.0275
325,APW19981016.0869
325,APW19981016.0920
325,XIE20000131.0119
325,XIE20000727.0346
330,APW19980625.1247
330,APW19980621.0329
330,APW19980621.0330
330,APW19980630.0833
330,APW19981216.1400
330,APW19981218.0984
330,XIE19981219.0029
330,XIE19981220.0212
330,APW19980805.0792
330,NYT19981113.0022
330,NYT19981113.0032
330,APW19980924.0911
330,APW19980805.0798
330,APW19981111.0074
330,APW19981111.0077
330,XIE19981220.0020
330,XIE19981220.0209
330,XIE20000810.0127
330,XIE19990901.0008
330,APW19981219.0877
330,NYT19990107.0052
330,APW19980909.0775
330,APW19981208.0979
330,APW19981208.0982
330,XIE20000516.0219
330,APW19981031.0213
330,APW19981031.0216
330,APW19981117.0104
330,APW19981117.0105
330,APW19981216.1525
330,APW19981216.1698
330,APW19981216.1701
330,XIE19981230.0096
330,APW19980621.0442
330,APW19981231.0635
330,XIE19990409.0057
330,APW19981226.0624
330,APW19980909.1312
330,APW19981110.0991
330,APW19981115.0972
330,APW19981216.1449
330,APW19981216.1476
330,APW19981219.0851
330,APW19981229.0845
330,XIE19981217.0575
330,APW19980805.0441
330,XIE19981015.0304
330,XIE19990830.0090
330,XIE19991123.0238
330,APW19980722.0141
330,APW19981025.0142
330,APW19981207.0940
330,XIE19981219.0310
330,XIE19970606.0053
330,XIE19981111.0241
330,APW19980702.1035
330,XIE19981217.0565
330,XIE19960209.0051
330,XIE19981215.0160
330,APW19980630.0855
330,XIE19980213.0043
330,APW19981223.0162
330,XIE19960425.0223
330,XIE19960425.0226
330,XIE19990406.0267
330,APW19980622.1048
330,APW19980806.0027
330,APW19981031.0877
330,APW19981217.0942
330,APW19981218.1302
330,APW19981221.0734
330,APW19981221.0738
330,APW19981228.0547
330,XIE19981002.0046
330,XIE19981219.0059
330,XIE19981220.0219
330,XIE19981220.0226
330,XIE20000616.0024
330,APW19980621.0446
330,APW19980621.0447
330,APW19980621.0448
330,APW19980621.0456
330,XIE19990427.0188
330,APW19980630.0848
330,XIE19991004.0072
330,APW19981001.1198
330,APW19981001.1203
330,APW19981218.1305
330,XIE19990111.0164
330,APW19980705.0533
330,XIE19980428.0260
330,XIE19981217.0558
330,XIE19971117.0222
330,XIE19990415.0009
330,XIE19980227.0158
330,APW19980806.0025
330,APW19981113.0769
330,APW19981114.0436
330,APW19981114.0724
330,APW19981215.1480
336,XIE19980405.0080
336,XIE19970210.0162
336,APW19980820.1064
336,NYT19990528.0263
336,NYT19990528.0286
336,XIE19990107.0059
336,XIE19980402.0145
336,APW19980807.1013
336,APW19981217.1561
336,APW19980624.0495
336,APW19981115.0899
336,XIE19960606.0095
336,XIE19980803.0256
336,APW19981014.0059
336,APW19981219.0464
336,NYT19990524.0360
336,APW19980804.0372
336,XIE19960428.0185
336,NYT19980712.0095
336,XIE20000731.0142
336,XIE19960408.0217
336,XIE20000325.0031
336,XIE19970608.0033
336,XIE19970920.0058
336,APW19981221.0726
336,APW19981221.0728
336,XIE19990412.0260
336,XIE20000615.0282
336,XIE19980821.0111
336,XIE20000117.0003
336,XIE19970618.0170
336,NYT19980817.0437
336,NYT19980817.0438
336,NYT19981123.0403
336,XIE20000629.0006
336,XIE19980807.0027
336,NYT20000112.0278
336,APW19990725.0032
336,APW20000623.0103
336,NYT19991108.0278
336,NYT19991129.0175
336,APW20000418.0110
336,XIE19990517.0125
336,APW19980616.1363
336,XIE19961122.0230
336,XIE20000717.0245
336,APW19990703.0102
336,NYT19980624.0317
336,APW20000619.0074
336,XIE19981217.0275
336,APW19990726.0241
336,XIE19970304.0058
336,APW19980716.0668
336,XIE20000207.0127
336,XIE19980718.0174
336,NYT19980928.0407
336,APW19980704.0315
336,NYT19990621.0303
336,NYT19980705.0021
336,APW20000705.0158
336,NYT19990223.0357
336,NYT19991108.0132
336,XIE19960308.0249
336,XIE19960407.0155
336,XIE19970406.0174
336,XIE19981108.0036
336,XIE19990708.0107
336,XIE20000922.0228
336,APW19981017.0411
336,APW19980711.0183
336,APW20000303.0308
336,APW20000825.0091
336,NYT20000605.0264
336,XIE19991113.0052
336,APW19980704.0308
336,XIE20000725.0091
336,XIE19961211.0274
336,APW19990901.0237
336,XIE20000513.0129
336,NYT20000526.0228
336,APW19980718.0581
336,APW19991005.0078
336,NYT19990208.0268
336,NYT19991018.0229
336,XIE19960628.0248
336,XIE19961203.0200
336,XIE19971019.0098
336,APW19981009.0521
336,NYT19980812.0318
336,NYT19980812.0322
336,APW19980821.0191
336,NYT19981127.0068
336,APW19990622.0122
336,APW19990622.0123
336,APW20000730.0032
336,XIE20000516.0165
336,APW19980626.1122
336,XIE19960414.0176
336,XIE19971002.0193
336,XIE19990331.0117
341,XIE19981124.0234
341,APW19981124.0036
341,APW19980606.0519
341,APW19981001.1344
341,APW19980617.1460
341,XIE19990120.0176
341,APW19980923.1073
341,APW19981216.1525
341,APW19981230.0687
341,XIE19990519.0100
341,XIE19991119.0147
341,XIE19981213.0074
341,APW19980624.1510
341,APW19980806.0974
341,APW19980909.1312
341,APW19980809.0110
341,XIE19960504.0113
341,XIE19970620.0167
341,XIE19990707.0004
341,XIE19981104.0111
341,XIE19971107.0172
341,XIE20000107.0147
341,XIE19990618.0008
341,XIE19990206.0078
341,XIE19991225.0070
341,APW19980612.1678
341,APW19981105.1248
341,NYT19991220.0416
341,NYT19991220.0418
341,NYT19991220.0419
341,XIE19960107.0186
341,XIE19961005.0140
341,XIE19991129.0074
341,XIE19970809.0209
341,XIE19990902.0276
341,XIE20000206.0005
341,XIE19971121.0187
341,XIE20000409.0065
341,XIE19970523.0084
341,XIE19980422.0241
341,XIE20000525.0173
341,XIE19980924.0157
341,XIE20000406.0231
341,XIE19971219.0086
341,XIE19990915.0230
341,XIE20000411.0395
341,NYT20000612.0829
341,APW19980618.0512
341,XIE19980725.0187
341,XIE19991107.0019
341,XIE20000712.0089
341,XIE20000419.0053
341,XIE19970506.0138
341,APW19981114.0724
341,APW19981229.0520
341,APW19981229.0522
341,APW19981230.0814
341,XIE19990916.0262
341,XIE20000804.0027
341,XIE19970623.0077
341,XIE19981012.0100
341,XIE19961113.0177
341,XIE19980408.0059
341,XIE19990907.0260
341,XIE19991028.0278
341,XIE19991114.0168
341,XIE20000528.0055
341,XIE20000223.0125
341,XIE20000309.0058
341,XIE19980604.0111
341,XIE19961118.0110
341,XIE19960507.0129
341,XIE19960522.0273
341,XIE20000229.0077
341,XIE19960803.0149
341,XIE20000404.0338
341,XIE19980715.0265
341,XIE19970807.0141
341,XIE19980218.0111
341,XIE19990806.0257
341,XIE19990807.0146
341,XIE19970305.0240
341,XIE19981218.0093
341,XIE19990602.0031
341,XIE19970604.0102
341,XIE20000804.0028
341,XIE19991013.0266
341,XIE19980113.0137
341,APW19980827.1447
341,APW19981031.0790
341,XIE19960618.0214
341,XIE19961114.0079
341,XIE19990514.0184
341,XIE20000902.0002
341,APW19981024.0117
341,APW19981110.0076
341,XIE19970826.0187
341,XIE19980223.0222
341,XIE20000804.0324
341,XIE19970116.0128
344,NYT19980923.0516
344,XIE19960325.0154
344,NYT19991110.0052
344,XIE19971214.0066
344,APW20000912.0233
344,NYT19990121.0223
344,NYT19990121.0224
344,XIE20000619.0126
344,XIE20000424.0012
344,NYT19990827.0059
344,NYT19991230.0026
344,NYT19981225.0018
344,NYT20000128.0040
344,NYT19980701.0045
344,APW19991019.0205
344,NYT20000330.0047
344,XIE20000406.0172
344,NYT19980924.0040
344,NYT19980714.0025
344,NYT20000427.0049
344,NYT20000414.0044
344,NYT19990322.0023
344,NYT19991119.0030
344,NYT19990821.0050
344,NYT19991106.0034
344,NYT19991113.0079
344,NYT19981126.0033
344,NYT20000114.0031
344,NYT20000101.0038
344,NYT19991125.0043
344,NYT19980821.0074
344,NYT20000108.0033
344,XIE20000919.0004
344,NYT19990103.0006
344,NYT19980813.0049
344,NYT19981213.0009
344,XIE20000307.0092
344,NYT19981210.0057
344,NYT19980625.0053
344,NYT19980717.0048
344,XIE19991012.0024
344,NYT19980611.0037
344,NYT19990129.0039
344,NYT19990806.0044
344,NYT19981001.0046
344,NYT19990710.0031
344,NYT19991028.0052
344,NYT19990926.0002
344,NYT20000218.0034
344,NYT19980929.0047
344,NYT19990703.0044
344,NYT19991229.0021
344,NYT19980912.0057
344,NYT19981002.0039
344,NYT19981114.0033
344,NYT20000107.0036
344,NYT19980702.0047
344,NYT19980707.0030
344,NYT19991014.0064
344,NYT20000217.0037
344,NYT19980805.0033
344,NYT19990204.0069
344,NYT20000429.0038
344,NYT19980807.0061
344,NYT20000502.0032
344,NYT19991030.0065
344,NYT19990121.0059
344,NYT20000211.0050
344,NYT20000113.0035
344,NYT20000215.0036
344,NYT20000303.0030
344,NYT19980723.0068
344,NYT19981112.0042
344,NYT19981217.0042
344,NYT19991223.0026
344,NYT19990126.0048
344,NYT19990930.0062
344,NYT20000314.0041
344,NYT19980915.0049
344,NYT19981204.0054
344,NYT19981215.0034
344,NYT19981113.0026
344,NYT19981113.0036
344,NYT20000401.0045
344,NYT19980827.0046
344,NYT20000228.0012
344,NYT20000228.0017
344,NYT20000228.0024
344,NYT20000228.0033
344,NYT20000228.0035
344,NYT20000228.0037
344,NYT20000228.0040
344,NYT20000228.0045
344,NYT20000411.0023
344,NYT19991211.0038
344,NYT19980820.0058
344,NYT19991013.0054
344,NYT19980925.0046
344,NYT19991224.0035
344,NYT19991228.0023
345,APW20000421.0101
345,APW19990202.0094
345,APW19990408.0269
345,APW19990107.0286
345,APW19990603.0228
345,APW19990708.0127
345,APW19990902.0098
345,APW19990506.0033
345,APW19991007.0298
345,XIE20000530.0210
345,XIE20000823.0078
345,XIE19960809.0148
345,XIE19971205.0004
345,XIE19960105.0075
345,XIE19981229.0103
345,APW19990105.0050
345,APW19990105.0238
345,XIE19980313.0296
345,XIE19970906.0201
345,XIE19990418.0150
345,APW19990401.0119
345,XIE20000528.0188
345,XIE19980108.0033
345,XIE19970111.0027
345,APW19981006.0020
345,XIE19981216.0059
345,XIE19970527.0086
345,XIE19990805.0015
345,XIE19980605.0244
345,APW19980612.1678
345,XIE19960823.0238
345,XIE19980507.0018
345,APW19981007.0482
345,XIE19960926.0217
345,APW19990802.0188
345,XIE20000118.0203
345,APW19990303.0107
345,NYT19980903.0384
345,NYT19990808.0045
345,XIE19990504.0199
345,XIE20000619.0178
345,APW19990107.0144
345,XIE19980403.0315
345,XIE19970805.0104
345,XIE20000911.0053
345,XIE20000515.0098
345,XIE19960717.0119
345,XIE19990912.0145
345,XIE19991221.0013
345,XIE19960113.0195
345,XIE19961202.0171
345,XIE19970304.0346
345,XIE20000106.0212
345,XIE19990112.0082
345,APW19981120.1118
345,NYT19980604.0380
345,NYT19980604.0400
345,XIE19970206.0234
345,XIE19990531.0221
345,XIE19960622.0160
345,XIE19961003.0151
345,APW19980701.0491
345,APW19981102.0042
345,XIE19980518.0226
345,XIE19980619.0051
345,XIE19970304.0305
345,XIE19970417.0260
345,APW19990503.0168
345,APW19990504.0175
345,APW19990504.0206
345,XIE20000302.0019
345,XIE19991214.0290
345,XIE19960426.0060
345,APW19990301.0302
345,XIE19980821.0363
345,XIE19960131.0163
345,XIE20000627.0279
345,NYT19981201.0212
345,XIE20000801.0132
345,APW19990510.0165
345,APW19990511.0195
345,XIE19960823.0093
345,XIE19961218.0076
345,XIE19990721.0147
345,XIE19970401.0188
345,XIE19981127.0170
345,APW19990503.0088
345,XIE19970822.0268
345,XIE19960905.0093
345,XIE20000126.0262
345,XIE19990518.0039
345,XIE19970603.0201
345,XIE19990814.0140
345,XIE19990323.0040
345,XIE19980306.0242
345,APW19991007.0048
345,XIE19990317.0204
345,XIE19990206.0108
345,XIE19960712.0232
345,APW19990408.0282
347,XIE19960412.0170
347,XIE20000201.0170
347,XIE19970801.0097
347,XIE19980701.0253
347,XIE19960421.0115
347,XIE20000322.0059
347,XIE19990831.0024
347,XIE19960427.0206
347,XIE19990825.0018
347,XIE20000330.0154
347,XIE20000609.0278
347,XIE19980603.0254
347,XIE20000324.0081
347,XIE19961206.0243
347,XIE19960608.0022
347,XIE19981007.0277
347,XIE20000125.0249
347,XIE19981223.0121
347,XIE19960515.0099
347,XIE19970318.0040
347,XIE19970515.0155
347,XIE19960627.0017
347,XIE19970106.0096
347,XIE20000221.0275
347,XIE19971011.0245
347,XIE19971017.0263
347,XIE20000402.0051
347,APW19981127.0959
347,XIE19991005.0040
347,XIE19970623.0196
347,APW19981216.0943
347,XIE19991125.0260
347,XIE19960812.0127
347,XIE19971223.0100
347,NYT19981030.0427
347,XIE19960905.0323
347,XIE19980915.0162
347,XIE19960131.0023
347,XIE19970704.0167
347,XIE19980608.0083
347,XIE19970908.0146
347,XIE19990318.0331
347,XIE19970222.0184
347,NYT19980626.0067
347,XIE19980604.0012
347,XIE20000417.0219
347,XIE20000303.0232
347,XIE19960916.0090
347,XIE19991215.0187
347,XIE19990707.0235
347,XIE19960214.0045
347,XIE19971229.0185
347,XIE20000426.0104
347,NYT19990823.0438
347,XIE19971202.0209
347,APW20000206.0202
347,XIE20000828.0297
347,XIE19960818.0074
347,XIE19970312.0165
347,XIE19990615.0235
347,XIE19990629.0123
347,APW19980612.1024
347,XIE19980703.0267
347,NYT19990425.0046
347,XIE19960823.0162
347,NYT19981026.0190
347,XIE19970214.0140
347,XIE19981108.0077
347,XIE19960108.0191
347,XIE19960919.0188
347,APW19990606.0103
347,XIE19990129.0312
347,APW19980601.0405
347,XIE19970617.0276
347,XIE19991217.0306
347,XIE20000720.0341
347,XIE19960926.0245
347,XIE19960920.0243
347,XIE19991119.0091
347,XIE20000717.0252
347,XIE19980312.0012
347,XIE20000831.0211
347,XIE20000721.0100
347,XIE19990614.0182
347,APW19980612.0628
